Train_No,Train_Name,distance,Source_Station_Name,day_of_departure,Destination_Station_Name,day_of_arrival,departure_time,arrival_time
12493,PUNE-NZM AC,2145,PUNE JN.,Wednesday,HAZRAT NIZAMUDDIN JN,Friday,0:32:22,23:55:20
12494,NZM-PUNE AC,1584,HAZRAT NIZAMUDDIN JN,Thursday,PUNE JN.,Saturday,20:54:45,9:39:28
12495,BKN KOAA SUP,2339,BIKANER JN.,Friday,KOLKATA,Thursday,4:24:41,17:55:45
12496,PRATAP EXPRE,1150,KOLKATA,Wednesday,BIKANER JN.,Sunday,22:34:09,7:04:42
12497,SHANE PUNJAB,1139,NEW DELHI,Thursday,AMRITSAR JN.,Wednesday,23:22:14,21:13:51
12498,SHANE PUNJAB,610,AMRITSAR JN.,Thursday,NEW DELHI,Thursday,10:29:57,18:28:56
12501,POORVATTAR S,639,GUWAHATI,Friday,NEW DELHI,Friday,18:58:10,12:20:45
12502,POORVATTAR S,2458,NEW DELHI,Monday,GUWAHATI,Thursday,16:12:03,9:49:40
12503,BNC - KYQ HU,1383,BANGALORE CANTT.,Tuesday,KAMAKHYA JN,Friday,5:46:29,10:26:49
12504,KYQ - BNC HU,2301,KAMAKHYA JN,Sunday,BANGALORE CANTT.,Friday,19:49:03,21:19:58
12505,NORTHEAST EX,1278,GUWAHATI,Thursday,ANAND VIHAR TERMINAL,Thursday,7:49:32,9:10:10
12506,NORTHEAST EX,2728,ANAND VIHAR TERMINAL,Monday,GUWAHATI,Saturday,20:41:39,14:50:26
12507,TVC - SCL EX,60,TRIVANDRUM CENTRAL,Tuesday,SILCHAR,Tuesday,4:47:06,12:21:53
12508,SCL - TVC EX,783,SILCHAR,Sunday,TRIVANDRUM CENTRAL,Friday,18:44:21,3:49:12
12509,SBC -GHY EXP,563,BANGALORE CANTT.,Thursday,GUWAHATI,Friday,17:13:35,5:43:22
12510,GHY-SBC EXP,1966,GUWAHATI,Friday,BANGALORE CANTT.,Tuesday,3:19:18,17:25:26
12511,RAPTISAGAR E,391,GORAKHPUR JN.,Monday,TRIVANDRUM CENTRAL,Friday,11:18:36,10:06:44
12512,RAPTISAGAR E,1969,TRIVANDRUM CENTRAL,Tuesday,GORAKHPUR JN.,Wednesday,21:52:33,22:29:23
12513,SC - GHY EXP,73,SECUNDERABAD JN.,Wednesday,GUWAHATI,Saturday,12:17:41,20:07:27
12514,GHY - SC EXP,2259,GUWAHATI,Sunday,SECUNDERABAD JN.,Sunday,9:02:39,21:46:18
12515,TVC - SCL EX,2272,TRIVANDRUM CENTRAL,Friday,SILCHAR,Saturday,14:11:44,15:24:17
12516,SCL -TVC EXP,2967,SILCHAR,Thursday,TRIVANDRUM CENTRAL,Tuesday,8:21:37,4:11:34
12517,GARIB RATH E,2528,KOLKATA,Saturday,GUWAHATI,Wednesday,21:11:12,18:05:17
12518,GARIB RATH E,196,GUWAHATI,Sunday,KOLKATA,Friday,3:47:37,2:07:35
12519,LTT-KYQ AC E,952,LOKMANYA TILAK TERMINUS,Sunday,KAMAKHYA JN,Monday,10:06:22,12:29:54
12520,KYQ-LTT AC E,1771,KAMAKHYA JN,Sunday,LOKMANYA TILAK TERMINUS,Sunday,5:57:31,13:36:37
12521,RAPTI SAGAR,2650,BARAUNI JN.,Friday,ERNAKULAM. JN,Sunday,9:08:50,21:11:52
12522,RAPTI SAGAR,752,ERNAKULAM. JN,Wednesday,BARAUNI JN.,Saturday,21:52:01,9:17:00
12523,NJP-NDLS BI-,300,NEW JALPAIGURI JN,Sunday,NEW DELHI,Friday,21:18:58,18:40:34
12524,NDLS-NJP BI-,542,NEW DELHI,Monday,NEW JALPAIGURI JN,Saturday,8:29:31,19:27:02
12525,KOAA - DBRG,1693,KOLKATA,Tuesday,DIBRUGARH,Sunday,21:45:07,21:09:08
12526,DBRG - KOAA,177,DIBRUGARH,Monday,KOLKATA,Sunday,22:19:52,18:05:30
12527,RMR-CDG - WE,2314,RAMNAGAR,Thursday,CHANDIGARH,Tuesday,10:04:36,23:07:43
12529,PPTA LJN S F,1566,PATLIPUTRA,Thursday,LUCKNOW JN.,Saturday,15:03:45,7:18:13
12530,LJN PPTA S F,1045,LUCKNOW JN.,Saturday,PATLIPUTRA,Tuesday,6:34:57,17:53:32
12531,INTERCITY EX,2386,GORAKHPUR JN.,Sunday,LUCKNOW JN.,Friday,1:13:22,2:26:47
12532,LJN- GKP INT,1131,LUCKNOW JN.,Saturday,GORAKHPUR JN.,Wednesday,17:34:34,19:51:17
12533,PUSHPAK SF E,2439,LUCKNOW JN.,Thursday,CST-MUMBAI,Thursday,13:51:45,9:20:24
12534,PUSHPAK SF E,2929,CST-MUMBAI,Monday,LUCKNOW JN.,Friday,17:17:30,23:39:00
12535,GARIB RATH,2140,LUCKNOW JN.,Friday,RAIPUR JN.,Saturday,14:59:31,19:50:51
12536,GARIB RATH,2442,RAIPUR JN.,Sunday,LUCKNOW JN.,Wednesday,11:34:46,6:44:35
12537,MANDUADIH EX,84,MUZAFFARPUR JN.,Tuesday,MANDUADIH,Thursday,6:21:06,0:00:43
12538,MUV MFP EXPR,1562,MANDUADIH,Friday,MUZAFFARPUR JN.,Sunday,15:28:42,5:52:35
12539,YPR-LKO EXPR,403,YESVANTPUR JN.,Saturday,LUCKNOW JN.,Sunday,14:01:10,19:56:50
12540,LKO-YPR EXPR,1985,LUCKNOW JN.,Wednesday,YESVANTPUR JN.,Wednesday,15:41:05,2:15:41
12541,GKP-LTT-SUPE,2916,GORAKHPUR JN.,Thursday,LOKMANYA TILAK TERMINUS,Monday,3:23:01,10:37:11
12542,LTT-GKP-SUPE,1497,LOKMANYA TILAK TERMINUS,Saturday,GORAKHPUR JN.,Sunday,22:00:08,23:38:05
12545,KARMBHOOMI E,1210,RAXAUL JN.,Thursday,LOKMANYA TILAK TERMINUS,Wednesday,19:12:07,20:34:41
12546,KARMBHOOMI E,679,LOKMANYA TILAK TERMINUS,Thursday,RAXAUL JN.,Friday,10:42:19,17:12:10
12547,AF-ADI SUPER,2855,AGRA  FORT,Friday,AHMEDABAD,Monday,19:21:54,20:03:52
12548,ADI-AF SUPER,52,AHMEDABAD,Sunday,AGRA  FORT,Friday,2:19:39,20:27:52
12549,DURG - JAT S,2858,DURG,Friday,JAMMU TAWI,Friday,15:29:11,4:36:15
12550,JAT - DURG S,539,JAMMU TAWI,Friday,DURG,Friday,21:02:19,15:43:00
12551,YPR - KYQ AC,1335,YESVANTPUR JN.,Friday,KAMAKHYA JN,Tuesday,11:49:04,16:19:39
12552,KYQ - YPR AC,571,KAMAKHYA JN,Tuesday,YESVANTPUR JN.,Saturday,0:11:49,15:51:02
12553,VAISHALI EXP,2997,BARAUNI JN.,Monday,NEW DELHI,Friday,15:53:23,13:31:04
12554,VAISHALI EXP,2294,NEW DELHI,Saturday,BARAUNI JN.,Saturday,5:57:07,15:22:30
12555,GORAKHDHAM E,1435,GORAKHPUR JN.,Friday,HISAR JN,Thursday,13:44:00,21:10:27
12556,GORAKHDHAM E,1180,HISAR JN,Monday,GORAKHPUR JN.,Tuesday,4:24:03,11:20:41
12557,SAPT KRANTI,2172,MUZAFFARPUR JN.,Saturday,ANAND VIHAR TERMINAL,Sunday,11:56:00,9:02:10
12558,SAPT KRANTI,1582,ANAND VIHAR TERMINAL,Sunday,MUZAFFARPUR JN.,Sunday,3:33:51,10:17:26
12559,SHIV GANGA E,2945,MANDUADIH,Wednesday,NEW DELHI,Saturday,16:52:46,13:16:57
12560,SHIVGANGA,2327,NEW DELHI,Thursday,MANDUADIH,Monday,20:36:48,4:01:43
12561,SWATANTRTA S,292,JAYNAGAR,Friday,NEW DELHI,Saturday,19:34:39,6:02:49
12562,SWATANTRTA S,2214,NEW DELHI,Saturday,JAYNAGAR,Saturday,15:52:55,10:20:21
12565,BIHAR SAMPAR,1889,DARBHANGA JN.,Tuesday,NEW DELHI,Sunday,5:44:57,20:28:27
12566,BIHAR SAMPAR,861,NEW DELHI,Sunday,DARBHANGA JN.,Tuesday,8:13:38,23:24:15
12567,SHC-PNBE RAJ,2519,SAHARSA JN.,Sunday,PATNA JN.,Sunday,17:37:54,5:04:50
12568,PNBE-SHC RAJ,757,PATNA JN.,Wednesday,SAHARSA JN.,Sunday,0:35:13,13:18:00
12569,JYG -ANVT GA,1280,JAYNAGAR,Tuesday,ANAND VIHAR TERMINAL,Saturday,10:06:35,3:55:22
12570,ANVT-JYG GAR,2821,ANAND VIHAR TERMINAL,Sunday,JAYNAGAR,Tuesday,18:50:20,21:57:08
12572,ANVT-GKP HAM,1333,ANAND VIHAR TERMINAL,Sunday,GORAKHPUR JN.,Friday,10:16:08,18:04:41
12577,BAGMATI EXP,767,DARBHANGA JN.,Thursday,MYSORE JN.,Friday,1:21:20,13:15:31
12578,BAGMATI  EXP,1790,MYSORE JN.,Thursday,DARBHANGA JN.,Tuesday,11:08:00,22:10:47
12581,MUV-NDLS-SUP,1304,MANDUADIH,Thursday,NEW DELHI,Monday,14:29:02,18:29:33
12582,NDLS-MUV-SUP,1505,NEW DELHI,Tuesday,MANDUADIH,Thursday,22:40:15,11:33:07
12587,AMAR NATH EX,1573,GORAKHPUR JN.,Saturday,JAMMU TAWI,Friday,7:19:39,21:53:26
12588,JAMMU GKP EX,278,JAMMU TAWI,Wednesday,GORAKHPUR JN.,Friday,1:52:14,12:34:17
12589,GKP-SC EXP,644,GORAKHPUR JN.,Monday,SECUNDERABAD JN.,Monday,1:56:34,5:07:47
12590,SC-GKP EXP,504,SECUNDERABAD JN.,Monday,GORAKHPUR JN.,Thursday,22:58:45,22:20:05
12591,GKP-SBC EXP,313,GORAKHPUR JN.,Saturday,YESVANTPUR JN.,Saturday,23:55:57,19:15:37
12592,SBC-GKP EXP,1170,YESVANTPUR JN.,Tuesday,GORAKHPUR JN.,Tuesday,3:20:28,17:58:42
12593,LJN-BPL-EXP,280,LUCKNOW JN.,Friday,BHOPAL,Tuesday,22:23:42,22:58:04
12594,BPL-LJN-EXP,2783,BHOPAL,Tuesday,LUCKNOW JN.,Wednesday,2:37:26,16:56:06
12595,GKP-ANVT HAM,2994,GORAKHPUR JN.,Wednesday,ANAND VIHAR TERMINAL,Friday,13:36:30,21:33:10
12596,ANVT-GKP HAM,465,ANAND VIHAR TERMINAL,Friday,GORAKHPUR JN.,Sunday,4:48:02,10:13:16
12597,GKP-CSMT-WEE,227,GORAKHPUR JN.,Saturday,CST-MUMBAI,Sunday,23:24:37,8:55:25
12598,CSMT-GKP -WE,1377,CST-MUMBAI,Friday,GORAKHPUR JN.,Saturday,20:45:06,2:06:37
12601,MANGALORE MA,1197,CHENNAI CENTRAL,Thursday,MANGALORE CENTRAL,Tuesday,18:02:21,22:40:14
12602,CHENNAI MAIL,2007,MANGALORE CENTRAL,Sunday,CHENNAI CENTRAL,Friday,6:45:18,1:14:09
12603,HYDERABAD EX,1613,CHENNAI CENTRAL,Monday,HYDERABAD DECCAN,Tuesday,8:43:34,19:52:10
12604,CHENNAI EXP,2421,HYDERABAD DECCAN,Wednesday,CHENNAI CENTRAL,Thursday,6:52:27,19:36:29
12605,MS-KKDI PALL,320,CHENNAI EGMORE,Monday,KARAIKKUDI,Sunday,23:22:35,18:54:34
12606,KKDI-MS PALL,2833,KARAIKKUDI,Friday,CHENNAI EGMORE,Monday,22:04:42,9:56:07
12607,MAS-SBC LALB,357,CHENNAI CENTRAL,Sunday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Tuesday,6:28:27,2:58:45
12608,SBC-MAS LALB,2398,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Friday,CHENNAI CENTRAL,Friday,23:00:12,20:06:02
12609,MAS-SBC EXP,1225,CHENNAI CENTRAL,Thursday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Friday,0:29:20,4:56:36
12610,SBC-MAS EXP,2444,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Tuesday,CHENNAI CENTRAL,Friday,18:06:11,10:06:49
12611,MAS-NZM GARI,1975,CHENNAI CENTRAL,Tuesday,HAZRAT NIZAMUDDIN JN,Saturday,6:28:28,18:33:39
12612,NZM-MAS GARI,262,HAZRAT NIZAMUDDIN JN,Tuesday,CHENNAI CENTRAL,Wednesday,8:26:32,10:11:13
12613,TIPU EXPRESS,963,MYSORE JN.,Monday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Sunday,19:37:29,7:07:30
12614,TIPPU EXP,1096,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Wednesday,MYSORE JN.,Thursday,0:50:01,14:57:26
12615,MAS-NDLS GRA,1086,CHENNAI CENTRAL,Monday,DELHI-SARAI ROHILLA,Monday,3:56:04,13:47:32
12616,G T EXPRESS,2787,DELHI-SARAI ROHILLA,Monday,CHENNAI CENTRAL,Tuesday,7:02:40,5:54:37
12617,MANGALA LDWE,665,ERNAKULAM. JN,Wednesday,HAZRAT NIZAMUDDIN JN,Sunday,10:57:23,8:38:02
12618,MNGLA LKSDP,1615,HAZRAT NIZAMUDDIN JN,Monday,ERNAKULAM. JN,Sunday,7:27:03,4:41:38
12619,MATSYAGANDHA,2487,LOKMANYA TILAK TERMINUS,Saturday,MANGALORE CENTRAL,Sunday,10:20:34,20:41:14
12620,MATSYAGANDA,1497,MANGALORE CENTRAL,Sunday,LOKMANYA TILAK TERMINUS,Monday,20:09:29,14:35:13
12621,MAS-NDLS TAM,643,CHENNAI CENTRAL,Saturday,NEW DELHI,Friday,11:18:51,4:16:30
12622,NDLS-MAS TAM,2517,NEW DELHI,Friday,CHENNAI CENTRAL,Monday,5:03:15,11:37:12
12623,TRIVANDRUM M,194,CHENNAI CENTRAL,Saturday,TRIVANDRUM CENTRAL,Tuesday,0:33:48,1:15:54
12624,CHENNAI MAIL,262,TRIVANDRUM CENTRAL,Sunday,CHENNAI CENTRAL,Saturday,18:36:51,7:49:04
12625,KERALA EXPRE,514,TRIVANDRUM CENTRAL,Friday,NEW DELHI,Wednesday,18:59:46,8:45:08
12626,NDLS-TVC KER,1846,NEW DELHI,Thursday,TRIVANDRUM CENTRAL,Monday,16:06:26,13:12:01
12627,SBC-NDLS KAR,1686,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Sunday,NEW DELHI,Monday,18:05:48,15:17:18
12628,NDLS-SBC KAR,1380,NEW DELHI,Saturday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Saturday,4:01:19,10:23:40
12629,SAMPARKRANTH,860,YESVANTPUR JN.,Monday,HAZRAT NIZAMUDDIN JN,Thursday,16:53:13,23:01:22
12630,SAMPARKRANTH,1615,HAZRAT NIZAMUDDIN JN,Thursday,YESVANTPUR JN.,Saturday,4:19:44,13:09:23
12631,MS-TEN NELLA,1894,CHENNAI EGMORE,Friday,TIRUNELVELI JN,Wednesday,2:11:05,13:05:31
12632,TEN-MS NELLA,790,TIRUNELVELI JN,Wednesday,CHENNAI EGMORE,Sunday,21:16:40,4:24:03
12633,MS-CAPE EXP.,499,CHENNAI EGMORE,Tuesday,KANNIYAKUMARI,Tuesday,15:11:45,18:50:52
12634,CAPE-MS EXP.,1675,KANNIYAKUMARI,Monday,CHENNAI EGMORE,Thursday,14:47:30,4:24:51
12635,MS-MDU VAIGA,1922,CHENNAI EGMORE,Wednesday,MADURAI JN,Sunday,18:53:37,21:55:00
12636,MDU-MS VAIGA,571,MADURAI JN,Saturday,CHENNAI EGMORE,Monday,18:35:53,15:08:27
12637,PANDIAN EXP,2697,CHENNAI EGMORE,Wednesday,MADURAI JN,Friday,12:57:44,3:56:46
12638,MDU-MS PANDI,2276,MADURAI JN,Monday,CHENNAI EGMORE,Tuesday,0:46:18,22:29:34
12639,MAS-SBC BRIN,1457,CHENNAI CENTRAL,Wednesday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Thursday,9:31:42,14:48:59
12640,SBC-MAS BRIN,1477,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Monday,CHENNAI CENTRAL,Thursday,4:31:42,9:36:39
12641,CAPE- NZM TI,1046,KANNIYAKUMARI,Tuesday,HAZRAT NIZAMUDDIN JN,Thursday,6:03:59,11:09:48
12642,NZM-CAPE THI,847,HAZRAT NIZAMUDDIN JN,Thursday,KANNIYAKUMARI,Sunday,7:24:07,5:22:38
12643,NIZAMUDDIN E,2187,TRIVANDRUM CENTRAL,Wednesday,HAZRAT NIZAMUDDIN JN,Friday,9:40:54,14:35:50
12644,SWARNA JAYAN,634,HAZRAT NIZAMUDDIN JN,Tuesday,TRIVANDRUM CENTRAL,Thursday,23:17:09,3:04:36
12645,ERS-NZM MILL,2475,ERNAKULAM. JN,Wednesday,HAZRAT NIZAMUDDIN JN,Tuesday,2:48:50,14:51:25
12646,ERS-NZM  MIL,2121,HAZRAT NIZAMUDDIN JN,Friday,ERNAKULAM. JN,Wednesday,22:28:20,4:07:57
12647,KONGU EXPRES,2869,COIMBATORE  JN.,Sunday,HAZRAT NIZAMUDDIN JN,Friday,8:56:44,23:24:24
12648,KONGU EXPRES,1212,HAZRAT NIZAMUDDIN JN,Friday,COIMBATORE  JN.,Wednesday,12:26:13,10:53:30
12649,SAMPARKAKRAN,2194,YESVANTPUR JN.,Monday,HAZRAT NIZAMUDDIN JN,Thursday,22:15:14,4:12:28
12650,SAMPARKAKRAN,266,HAZRAT NIZAMUDDIN JN,Wednesday,YESVANTPUR JN.,Saturday,7:43:48,5:28:22
12651,MDU-NZM  EXP,1979,MADURAI JN,Thursday,HAZRAT NIZAMUDDIN JN,Monday,6:45:28,21:28:41
12652,NZM-MDU EXP.,1786,HAZRAT NIZAMUDDIN JN,Thursday,MADURAI JN,Tuesday,12:18:36,9:02:07
12653,ROCKFORT EXP,601,CHENNAI EGMORE,Sunday,TIRUCHIRAPPALLI JN.,Thursday,5:13:09,16:27:32
12654,ROCKFORT EXP,249,TIRUCHIRAPPALLI JN.,Thursday,CHENNAI EGMORE,Sunday,21:48:46,9:12:41
12655,NAVAJEEVAN E,1766,AHMEDABAD,Thursday,CHENNAI CENTRAL,Sunday,22:05:05,2:11:32
12656,NAVAJEEVAN E,1683,CHENNAI CENTRAL,Sunday,AHMEDABAD,Tuesday,0:41:40,5:56:13
12657,MAS-SBC MAIL,2192,CHENNAI CENTRAL,Friday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Monday,15:40:24,5:05:03
12658,SBC-MAS MAIL,1608,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Sunday,CHENNAI CENTRAL,Tuesday,2:28:10,9:58:58
12659,NCJ-SHM GURU,2639,NAGERCOIL JN.,Sunday,SHALIMAR,Tuesday,1:35:02,5:00:48
12660,SHM-NCJ GURU,1763,SHALIMAR,Friday,NAGERCOIL JN.,Monday,5:16:28,15:58:51
12661,MS-SCT POTHI,2746,CHENNAI EGMORE,Wednesday,SENGOTTAI JN,Saturday,10:16:25,12:41:09
12662,SCT-MS POTHI,537,SENGOTTAI JN,Sunday,CHENNAI EGMORE,Wednesday,10:59:57,3:49:42
12663,HWH-TPJ EXPR,1239,HOWRAH JN.,Friday,TIRUCHIRAPPALLI JN.,Monday,22:37:12,13:00:14
12664,TPJ-HWH EXP,1013,TIRUCHIRAPPALLI JN.,Wednesday,HOWRAH JN.,Sunday,11:53:23,1:40:48
12665,HWH-CAPE EXP,2237,HOWRAH JN.,Wednesday,KANNIYAKUMARI,Saturday,7:09:15,3:55:26
12666,CAPE HWH EXP,44,KANNIYAKUMARI,Monday,HOWRAH JN.,Friday,19:51:19,12:12:46
12667,MS-NCJ EXP.,2362,CHENNAI EGMORE,Sunday,NAGERCOIL JN.,Monday,7:57:01,21:31:24
12668,NCJ-MS EXP.,1431,NAGERCOIL JN.,Monday,CHENNAI EGMORE,Tuesday,3:07:31,20:50:17
12669,MAS-CPR GANG,2270,CHENNAI CENTRAL,Friday,CHHAPRA JN.,Friday,2:45:57,18:03:57
12670,CPR-MAS GANG,1325,CHHAPRA JN.,Tuesday,CHENNAI CENTRAL,Monday,5:08:51,12:44:13
12671,MAS-MTP NILA,228,CHENNAI CENTRAL,Friday,METTUPALAIYAM JN.,Thursday,14:07:24,23:21:50
12672,MTP-MAS NILA,982,METTUPALAIYAM JN.,Tuesday,CHENNAI CENTRAL,Wednesday,12:52:00,13:06:30
12673,MAS-CBE CHER,630,CHENNAI CENTRAL,Thursday,COIMBATORE  JN.,Tuesday,12:11:36,7:45:58
12674,CBE-MAS CHER,199,COIMBATORE  JN.,Tuesday,CHENNAI CENTRAL,Thursday,21:16:56,19:16:39
12675,MAS-CBE KOVA,2730,CHENNAI CENTRAL,Tuesday,COIMBATORE  JN.,Thursday,17:34:54,12:58:24
12676,CBE-MAS KOVA,2582,COIMBATORE  JN.,Tuesday,CHENNAI CENTRAL,Sunday,0:21:54,7:11:28
12677,SBC-ERS INTE,2315,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Friday,ERNAKULAM. JN,Saturday,15:42:31,0:27:08
12678,ERS-SBC INTE,1983,ERNAKULAM. JN,Saturday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Sunday,21:16:15,20:29:58
12679,MAS-CBE INTE,2666,CHENNAI CENTRAL,Wednesday,COIMBATORE  JN.,Sunday,17:10:45,20:33:56
12680,CBE-MAS INTE,1652,COIMBATORE  JN.,Tuesday,CHENNAI CENTRAL,Saturday,16:00:19,9:29:54
12681,MAS CBE EXP,2260,CHENNAI CENTRAL,Thursday,COIMBATORE  JN.,Saturday,22:24:31,11:13:42
12682,CHENNAI EXP,2442,COIMBATORE  JN.,Wednesday,CHENNAI CENTRAL,Wednesday,11:14:45,8:38:29
12683,ERS-SBC EXP,531,ERNAKULAM. JN,Friday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Tuesday,23:16:56,5:49:00
12684,SBC-ERS EXP,2021,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Thursday,ERNAKULAM. JN,Monday,6:21:35,15:27:05
12685,MAS-MAQ EXP.,2134,CHENNAI CENTRAL,Sunday,MANGALORE CENTRAL,Sunday,14:36:45,11:28:09
12686,MAQ-MAS EXP.,763,MANGALORE CENTRAL,Tuesday,CHENNAI CENTRAL,Monday,3:30:31,14:11:21
12687,MDU-DDN/CDG,544,MADURAI JN,Wednesday,DEHRA DUN,Friday,7:49:53,10:29:29
12688,DDN/CDG-MAS,2870,DEHRA DUN,Friday,MADURAI JN,Friday,8:16:12,1:39:43
12689,MAS-NCJ EXP.,1261,CHENNAI CENTRAL,Friday,NAGERCOIL JN.,Friday,14:17:16,23:18:40
12690,NCJ-MAS EXP,100,NAGERCOIL JN.,Tuesday,CHENNAI CENTRAL,Friday,22:56:52,10:30:40
12691,MAS-SSPN EXP,2148,CHENNAI CENTRAL,Friday,SRI SATYA SAI PRASANTI NILAYAM,Monday,10:42:30,9:44:51
12692,MAS-SSPN EXP,1786,SRI SATYA SAI PRASANTI NILAYAM,Monday,CHENNAI CENTRAL,Wednesday,10:35:20,3:05:01
12693,MS-TN PEARL,1628,CHENNAI EGMORE,Tuesday,TUTICORIN,Monday,19:06:24,3:00:43
12694,TN-MS PEARL,944,TUTICORIN,Saturday,CHENNAI EGMORE,Thursday,6:56:43,5:44:33
12695,MAS - TVC SU,1477,CHENNAI CENTRAL,Wednesday,TRIVANDRUM CENTRAL,Saturday,23:27:23,13:00:34
12696,TVC - MAS SU,2926,TRIVANDRUM CENTRAL,Tuesday,CHENNAI CENTRAL,Saturday,9:52:05,13:48:11
12697,MAS-TVC EXP.,145,CHENNAI CENTRAL,Wednesday,TRIVANDRUM CENTRAL,Sunday,10:49:24,11:40:50
12698,TVC-MAS EXP,1977,TRIVANDRUM CENTRAL,Tuesday,CHENNAI CENTRAL,Friday,2:54:42,13:10:00
12701,CSMT-HYB HUS,2878,CST-MUMBAI,Saturday,HYDERABAD DECCAN,Friday,17:52:01,19:12:10
12702,HYB-CSMT HUS,2235,HYDERABAD DECCAN,Wednesday,CST-MUMBAI,Sunday,0:40:28,9:29:13
12703,HWH-SC FALAK,987,HOWRAH JN.,Saturday,SECUNDERABAD JN.,Saturday,10:29:24,10:08:51
12704,SC-HWH FALAK,1189,SECUNDERABAD JN.,Saturday,HOWRAH JN.,Sunday,18:21:30,22:02:51
12705,GNT-SC INTER,1625,GUNTUR JN.,Thursday,SECUNDERABAD JN.,Monday,10:09:33,3:47:34
12706,SC-GNT INTER,365,SECUNDERABAD JN.,Sunday,GUNTUR JN.,Monday,14:21:46,1:34:13
12707,TPTY-NZM AP,834,TIRUPATI,Friday,HAZRAT NIZAMUDDIN JN,Monday,11:37:53,15:46:21
12708,AP SAMPARK K,2642,HAZRAT NIZAMUDDIN JN,Sunday,TIRUPATI,Sunday,7:57:02,18:20:02
12709,GDR-SC SIMHA,2874,GUDUR JN.,Thursday,SECUNDERABAD JN.,Friday,7:25:52,22:27:37
12710,SC-GDR SIMHA,2303,SECUNDERABAD JN.,Tuesday,GUDUR JN.,Tuesday,4:02:20,18:07:24
12711,BZA-MAS PINA,42,VIJAYWADA JN.,Friday,CHENNAI CENTRAL,Friday,19:48:49,18:45:31
12712,MAS-BZA PINA,572,CHENNAI CENTRAL,Monday,VIJAYWADA JN.,Tuesday,22:14:32,8:52:04
12713,BZA-SC SATAV,2953,VIJAYWADA JN.,Saturday,SECUNDERABAD JN.,Saturday,23:47:00,22:24:26
12714,SC-BZA SATAV,2706,SECUNDERABAD JN.,Wednesday,VIJAYWADA JN.,Wednesday,0:05:08,23:54:32
12715,NED-ASR SACH,2450,NANDED,Friday,AMRITSAR JN.,Thursday,21:08:47,14:03:48
12716,ASR-NED SACH,105,AMRITSAR JN.,Saturday,NANDED,Wednesday,5:49:58,3:40:55
12717,VSKP-BZA RAT,562,VISAKHAPATNAM,Tuesday,VIJAYWADA JN.,Friday,22:58:04,1:10:30
12718,BZA-VSKP  RA,2101,VIJAYWADA JN.,Monday,VISAKHAPATNAM,Friday,10:01:55,18:29:10
12719,AII-HYB  EXP,2668,AJMER JN.,Monday,HYDERABAD DECCAN,Tuesday,5:05:05,18:16:35
12720,HYB-AII EXP,1666,HYDERABAD DECCAN,Saturday,AJMER JN.,Wednesday,14:27:00,8:41:37
12721,HYB-NZM DAKS,1097,HYDERABAD DECCAN,Tuesday,HAZRAT NIZAMUDDIN JN,Saturday,10:37:44,0:30:30
12722,NZM-HYB DAKS,1691,HAZRAT NIZAMUDDIN JN,Monday,HYDERABAD DECCAN,Tuesday,16:41:21,22:17:48
12723,TELANGANA EX,2629,HYDERABAD DECCAN,Sunday,NEW DELHI,Saturday,2:28:58,0:50:55
12724,TELANGANA EX,2779,NEW DELHI,Monday,HYDERABAD DECCAN,Sunday,16:59:12,11:33:03
12725,SIDHAGANAGA,827,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Wednesday,DHARWAD,Saturday,2:10:11,5:11:59
12726,SIDHAGANGA I,740,DHARWAD,Thursday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Saturday,19:22:22,8:30:21
12727,VSKP-HYB GOD,2409,VISAKHAPATNAM,Tuesday,HYDERABAD DECCAN,Thursday,20:11:20,1:50:29
12728,HYB-VSKP GOD,1798,HYDERABAD DECCAN,Saturday,VISAKHAPATNAM,Friday,7:47:58,18:36:48
12729,PUNE-NED EXP,2458,PUNE JN.,Sunday,NANDED,Tuesday,7:58:24,21:59:40
12730,NED-PUNE EXP,1083,NANDED,Sunday,PUNE JN.,Sunday,20:41:18,6:57:54
12731,TPTY-SC EXP,2818,TIRUPATI,Wednesday,SECUNDERABAD JN.,Thursday,22:33:45,13:52:30
